IATA,ICAO,FAA,Name,Country,Location,Elevation,Latitude,Longitude,Chart,Website,Wikipedia,Airport Type,ISO Country
,,,Mazongshan Airport,China,Mazongshan,5462 feet,,,,,,Small Airport,CN
,VA73,VA73,Mazza Airport,United States,Matoaca,190 feet,,,,,,Small Airport,US
,WRHD,,Mbuwa Airstrip,Indonesia,Mbuwa,6810 feet,,,,,,Small Airport,ID
MCV,YMHU,,McArthur River Mine Airport,Australia,McArthur River Mine,131 feet,-16.4424991608,136.0839996340,,,,Small Airport,AU
,YMCF,,McCaffrey Field,Australia,Jondaryan,1216 feet,,,,,,Small Airport,AU
,WA80,WA80,McClellan Field,United States,Amboy,840 feet,,,,,,Small Airport,US
,XA12,XA12,McFarlin Ranch Airport,United States,Bertram,1200 feet,,,,,,Small Airport,US
,WV57,WV57,Mckee Sky Ranch Airport,United States,Terra Alta,2757 feet,,,,,,Small Airport,US
,YMCK,,Mckinley Airport,Australia,,,,,,,,Small Airport,AU
,WN35,WN35,Meadow Mist Airport,United States,Ferndale,55 feet,,,,,,Small Airport,US
,VE67,,Mechuka Advanced Landing Ground,India,Kargong,7900 feet,,,,,,Small Airport,IN
,XS43,XS43,Medina River Ranch Airport,United States,Pipe Creek,1216 feet,,,,,,Small Airport,US
MEY,VNMG,,Meghauli Airport,Nepal,Meghauli,600 feet,27.5774000000,84.2287500000,,,https://en.wikipedia.org/wiki/Meghauli_Airport,Small Airport,NP
,WI99,WI99,Meier Airport,United States,Milton,880 feet,,,,,,Small Airport,US
,WT18,WT18,Meise Field,United States,Moses Lake,1250 feet,,,,,,Small Airport,US
MXZ,ZGMX,,Meixian Airport,China,Meizhou (Meixian),312 feet,24.3500003815,116.1330032349,,,https://en.wikipedia.org/wiki/Meixian_Airport,Small Airport,CN
MNA,WAMN,,Melangguane Airport,Indonesia,Karakelong Island,3 feet,4.0069398880,126.6729965210,,,https://en.wikipedia.org/wiki/Melangguane_Airport,Small Airport,ID
,XS59,XS59,Mellon Ranch Airport,United States,Refugio,38 feet,,,,,,Small Airport,US
,WY31,WY31,Melody Ranch Airport,United States,Jackson,6075 feet,,,,,,Small Airport,US
,XA78,XA78,Melody Ranch Airport,United States,Mountain Springs,729 feet,,,,,,Small Airport,US
,YMRS,,Melrose Airport,Australia,,,,,,,,Small Airport,AU
,VT73,VT73,Melrose Springs Airfield,United States,Bridport,300 feet,,,,,,Small Airport,US
,YMEL,,Melton Airport,Australia,Melton,204 feet,,,,,,Small Airport,AU
,YMEM,,Memooloo Airport,Australia,Memooloo,,,,,,,Small Airport,AU
,WRKJ,,Mena Airport,Indonesia,Mena-Timor Island,320 feet,,,,,,Small Airport,ID
,XA09,XA09,Menard Airport,United States,Bellevue,1055 feet,,,,,,Small Airport,US
,WIPM,,Menggala Airport,Indonesia,Menggala-Sumatra Island,98 feet,,,,,,Small Airport,ID
,YMED,,Menindee Airport,Australia,Menindee,,,,,,,Small Airport,AU
,YNIN,,Meningie Airport,Australia,Meningie,,,,,,,Small Airport,AU
,,,Menoreño Airport,Venezuela,,269 feet,,,,,,Small Airport,VE
,YMZI,,Menzies Airport,Australia,,,,,,,,Small Airport,AU
,YMEP,,Merapah Airport,Australia,,,,,,,,Small Airport,AU
,WA00,WA00,Mercer Ranch Airport,United States,Alderdale,780 feet,,,,,,Small Airport,US
RDE,WAUM,,Merdei Airport,Indonesia,Merdei-Papua Island,385 feet,-1.5833300352,133.3329925537,,,,Small Airport,ID
,YMEI,,Mereenie Airport,Australia,,735 feet,,,,,,Small Airport,AU
,VG34,VG34,Merifield Airport,United States,Clarksville,355 feet,,,,,,Small Airport,US
,YMDN,,Merredin Airport,Australia,,396 feet,,,,,,Small Airport,AU
MEP,WMAU,,Mersing Airport,Malaysia,Mersing,10 feet,2.3829998970,103.8669967651,,,https://en.wikipedia.org/wiki/Mersing_Airport,Small Airport,MY
,YMEO,,Merton Airport,Australia,Merton,1101 feet,,,,,,Small Airport,AU
RTY,YMYT,,Merty Merty Airport,Australia,,,-28.5832996368,140.3170013428,,,,Small Airport,AU
,WRMH,,Miaro Airstrip,Indonesia,Miaro,33 feet,,,,,,Small Airport,ID
,,,Mica Village Airstrip,South Africa,Gravelotte,1486 feet,,,,,,Small Airport,ZA
,WV17,WV17,Michaels Farms Airport,United States,Martinsburg,510 feet,,,,,,Small Airport,US
,WT44,WT44,Michair Airport,United States,Cathlamet,13 feet,,,,,,Small Airport,US
,,W73,Mid Atlantic Soaring Center Airport,United States,Fairfield,573 feet,,,,,,Small Airport,US
,,,Mid Florida at Eustis Airport,United States,Eustis,167 feet,,,,,,Small Airport,US
,YMIX,,Middalya Homestead Airport,Australia,Minilya,433 feet,,,,,,Small Airport,AU
MMM,YMMU,,Middlemount Airport,Australia,,547 feet,-22.8024997711,148.7050018311,,,https://en.wikipedia.org/wiki/Middlemount_Airport,Small Airport,AU
,VG56,VG56,Midway Airport,United States,Bloxom,50 feet,,,,,,Small Airport,US
,WV09,WV09,Mike Ferrell Field,United States,Corinne,2220 feet,,,,,,Small Airport,US
,,,Mikuski Airport,Venezuela,,517 feet,,,,,,Small Airport,VE
,YILA,,Milawa (Brown Brothers) Airport,Australia,Milawa,525 feet,,,,,,Small Airport,AU
,YMUX,,Mileura Airport,Australia,,,,,,,,Small Airport,AU
,YMIL,,Milgun Airport,Australia,,,,,,,,Small Airport,AU
MGT,YMGB,,Milingimbi Airport,Australia,Milingimbi Island,53 feet,-12.0944004059,134.8939971920,,,https://en.wikipedia.org/wiki/Milingimbi_Airport,Small Airport,AU
,WS15,WS15,Mill House Field,United States,Wyocena,820 feet,,,,,,Small Airport,US
,VT47,VT47,Miller Farm Airfield,United States,Vernon,285 feet,,,,,,Small Airport,US
,WV18,WV18,Miller Field,United States,Keyser,1050 feet,,,,,,Small Airport,US
,YMIK,,Millers Creek Airstrip,Australia,Millers Creek,435 feet,,,,,,Small Airport,AU
MLR,YMCT,,Millicent Airport,Australia,,56 feet,-37.5835990906,140.3659973145,,,,Small Airport,AU
,YMMN,,Millmerran Airport,Australia,Millmerran,1312 feet,,,,,,Small Airport,AU
,YMIS,,Millrose Homestead Airport,Australia,,,,,,,,Small Airport,AU
,YMST,,Millstream Station Field,Australia,Chichester National Park,1043 feet,,,,,,Small Airport,AU
,YMLL,,Millungera Airport,Australia,,,,,,,,Small Airport,AU
,YMPK,,Milton Park Airport,Australia,,,,,,,,Small Airport,AU
,YMLX,,Milurie Homestead Airport,Australia,,,,,,,,Small Airport,AU
,,,Mina El Polaco Airstrip,Venezuela,Comunidad El Polaco,3018 feet,,,,,,Small Airport,VE
,,,Mina La Frasca Airstrip,Venezuela,,2953 feet,,,,,,Small Airport,VE
,YMDR,,Minderoo Station Airport,Australia,Talandji,75 feet,,,,,,Small Airport,AU
MDP,WAKD,,Mindiptana Airport,Indonesia,Mindiptana-Papua Island,121 feet,-5.7500000000,140.3670043945,,,,Small Airport,ID
,YMEW,,Mingenew Airport,Australia,,,,,,,,Small Airport,AU
,YMIJ,,Minjilang Airport,Australia,,25 feet,,,,,,Small Airport,AU
XML,YMIN,,Minlaton Airport,Australia,,,-34.7500000000,137.5330047607,,,,Small Airport,AU
,YMLK,,Minnamoolka Airport,Australia,,,,,,,,Small Airport,AU
,WI31,WI31,Minnesuing Airport,United States,Lake Nebagamon,1207 feet,,,,,,Small Airport,US
MIN,YMPA,,Minnipa Airport,Australia,,155 feet,-32.8432998657,135.1450042725,,,,Small Airport,AU
,YMIB,,Mintabie Airport,Australia,Mintabie,366 feet,,,,,,Small Airport,AU
,YMNX,,Minura Airport,Australia,,,,,,,,Small Airport,AU
MWY,YMIR,,Miranda Downs Airport,Australia,Miranda Downs,,-17.3288993835,141.8860015869,,,,Small Airport,AU
,WA22,WA22,Mirth Airport,United States,Hansville,190 feet,,,,,,Small Airport,US
,,,Misión Padamo Airport,Venezuela,,528 feet,,,,,,Small Airport,VE
MTQ,YMIT,,Mitchell Airport,Australia,,1144 feet,-26.4832992554,147.9369964600,,,,Small Airport,AU
MIH,YMIP,,Mitchell Plateau Airport,Australia,Mitchell Plateau,,-14.7913999557,125.8239974976,,,,Small Airport,AU
,YITT,,Mitta Mitta Airport,Australia,,820 feet,,,,,,Small Airport,AU
,YMIG,,Mittagong Airport,Australia,Mittagong,,,,,,,Small Airport,AU
MBM,,,Mkambati Airport,South Africa,Mkambati,560 feet,-31.2833003998,29.9666996002,,,,Small Airport,ZA
,YMMO,,Moama Airstrip,Australia,,310 feet,,,,,,Small Airport,AU
ONI,WABD,,Moanamani Airport,Indonesia,Moanamani,5204 feet,-3.9834020138,136.0832977295,,,,Small Airport,ID
,YLLA,,Mobella Airport,Australia,,,,,,,,Small Airport,AU
,WY53,WY53,Moburg Aero Airport,United States,Four Corners,5968 feet,,,,,,Small Airport,US
,,,Modderrivier Airport,South Africa,Modderrivier,,,,,,,Small Airport,ZA
,WRLR,,Modio Airstrip,Indonesia,Modio,4618 feet,,,,,,Small Airport,ID
,,,Mokala Airport,South Africa,Modderrivier,,,,,,,Small Airport,ZA
,YMLC,,Mole Creek Airport,Australia,,,,,,,,Small Airport,AU
,YMUA,,Monduran Airport,Australia,,,,,,,,Small Airport,AU
,VYMH,,Mong Hpayak Airport,Myanmar,Mong Hpayak,1700 feet,,,,,,Small Airport,MM
MGK,VYMT,,Mong Tong Airport,Myanmar (Burma),Mong Tong,1840 feet,20.2966995239,98.8989028931,,,,Small Airport,MM
,VYMP,,Mongpyin Airport,Myanmar,Mongpyin,1516 feet,,,,,,Small Airport,MM
,VYMI,,Mongyai Airport,Myanmar,Mongyai,2900 feet,,,,,,Small Airport,MM
ONR,YMNK,,Monkira Airport,Australia,,107 feet,-24.8166999817,140.5330047607,,,,Small Airport,AU
,YMLN,,Monolon Airport,Australia,,,,,,,,Small Airport,AU
,,,Monosite Airfield,South Africa,Nuwerus,940 feet,,,,,,Small Airport,ZA
MNV,YMVY,,Monroe County Airport,United States,,"1,031 feet",35.5452350000,-84.3803990000,,,,Small Airport,AU
,YMTJ,,Montejinni Airstrip,Australia,,573 feet,,,,,,Small Airport,AU
MNQ,YMTO,,Monto Airport,Australia,,757 feet,-24.8857994080,151.1000061035,,,,Small Airport,AU
,YABP,,Mooga/Brindley Park Airstrip,Australia,Mooga,1356 feet,,,,,,Small Airport,AU
,,,Mooivlei Airport,South Africa,Saint Helen,5600 feet,,,,,,Small Airport,ZA
,YLUL,,Mooleulooloo Airport,Australia,,,,,,,,Small Airport,AU
,YOOO,,Mooloola Homestead Airport,Australia,,,,,,,,Small Airport,AU
,YMOE,,Moonaree Airport,Australia,,,,,,,,Small Airport,AU
,YORA,,Moonerah Airport,Australia,,,,,,,,Small Airport,AU
OOR,YMOO,,Mooraberree Airport,Australia,,85 feet,-25.2500000000,140.9830017090,,,,Small Airport,AU
,WV19,WV19,Moore Field,United States,Kingwood,1860 feet,,,,,,Small Airport,US
MWB,YMRW,,Morawa Airport,Australia,,270 feet,-29.2017002106,116.0220031738,,,https://en.wikipedia.org/wiki/Morawa_Airport,Small Airport,AU
MET,YMOT,,Moreton Airport,Australia,Moreton,,-12.4441995621,142.6380004880,,,,Small Airport,AU
,,,Moriche Airport,Venezuela,,381 feet,,,,,,Small Airport,VE
OXY,YMNY,,Morney Airport,Australia,,104 feet,-25.3582992554,141.4329986572,,,,Small Airport,AU
,,,Morningstar Airfield,South Africa,Cape Town,200 feet,,,,,,Small Airport,ZA
,,Y76,Morningstar Field,United States,Des Moines,805 feet,,,,,,Small Airport,US
ONG,YMTI,,Mornington Island Airport,Australia,,33 feet,-16.6625003815,139.1779937744,,,https://en.wikipedia.org/wiki/Mornington_Island_Airport,Small Airport,AU
,YMNT,,Mornington Station Airport,Australia,,,,,,,,Small Airport,AU
,WN85,WN85,Morrisonville International Airport,United States,Morrisonville,960 feet,,,,,,Small Airport,US
,YMVN,,Morven Airport,Australia,,,,,,,,Small Airport,AU
,,W20,Moses Lake Municipal Airport,United States,Moses Lake,1203 feet,,,,,,Small Airport,US
,YMOM,,Moulamein Airport,Australia,Moulamein,233 feet,,,,,,Small Airport,AU
,YMNA,,Mount Allan Airport,Australia,,,,,,,,Small Airport,AU
,YMAU,,Mount Augusta Airport,Australia,,,,,,,,Small Airport,AU
,YMNB,,Mount Barry Airport,Australia,,,,,,,,Small Airport,AU
,YMBT,,Mount Beauty Airport,Australia,Mount Beauty,1100 feet,,,,,,Small Airport,AU
,YMUE,,Mount Borradale Airport,Australia,,,,,,,,Small Airport,AU
,YMDY,,Mount Bundey Airport,Australia,,150 feet,,,,,,Small Airport,AU
,YMTC,,Mount Clarence Airport,Australia,Mount Clarence Station,712 feet,,,,,,Small Airport,AU
,YMCE,,Mount Clere Homestead Airport,Australia,,,,,,,,Small Airport,AU
,YMCL,,Mount Coolon Airport,Australia,,239 feet,,,,,,Small Airport,AU
,YMPE,,Mount Cooper Airport,Australia,,,,,,,,Small Airport,AU
,YMTX,,Mount Dare Airport,Australia,,,,,,,,Small Airport,AU
,YMDV,,Mount Davies Airport,Australia,,,,,,,,Small Airport,AU
,YMNN,,Mount Denison Airport,Australia,,,,,,,,Small Airport,AU
,YDME,,Mount Dimer Airport,Australia,,,,,,,,Small Airport,AU
,YMEB,,Mount Eba Airport,Australia,Mount Eba,,,,,,,Small Airport,AU
,YMBZ,,Mount Ebenezer Airport,Australia,,,,,,,,Small Airport,AU
,YMPH,,Mount Elephant Airport,Australia,,,,,,,,Small Airport,AU
,YMTZ,,Mount Elizabeth Airport,Australia,Gibb,1861 feet,,,,,,Small Airport,AU
,YFTN,,Mount Fitton Talc Airport,Australia,,,,,,,,Small Airport,AU
,YMRT,,Mount Garnet Airport,Australia,,657 feet,,,,,,Small Airport,AU
,YGSN,,Mount Gibson Airstrip,Australia,,1205 feet,,,,,,Small Airport,AU
GSN,YMGN,,Mount Gunson Airport,Australia,Mount Gunson,285 feet,-31.4596996307,137.1739959717,,,,Small Airport,AU
,YMHT,,Mount Hart Station Airport,Australia,Wunaamin Miliwundi Ranges,,,,,,,Small Airport,AU
,YMHL,,Mount Holland Airport,Australia,,,,,,,,Small Airport,AU
,YMTP,,Mount Hope Airport,Australia,,,,,,,,Small Airport,AU
MHO,YMHO,,Mount House Airport,Australia,Wunaamin Miliwundi Ranges,948 feet,-17.0550003052,125.7099990845,,,,Small Airport,AU
,YMHW,,Mount Howitt Airport,Australia,,105 feet,,,,,,Small Airport,AU
,YMIV,,Mount Ive Airport,Australia,,,,,,,,Small Airport,AU
,YMJE,,Mount James Airport,Australia,,,,,,,,Small Airport,AU
,YLBG,,Mount Liebig Airport,Australia,,,,,,,,Small Airport,AU
,YLSY,,Mount Lindsay Airport,Australia,,,,,,,,Small Airport,AU
,YMMT,,Mount Margaret Airport,Australia,,,,,,,,Small Airport,AU
,YMCU,,Mount Mcclure Airport,Australia,,,,,,,,Small Airport,AU
,YMGS,,Mount Morgans Airport,Australia,,,,,,,,Small Airport,AU
,YMDK,,Mount Riddock Airport,Australia,,,,,,,,Small Airport,AU
,YMSO,,Mount Sandon Airport,Australia,,1363 feet,,,,,,Small Airport,AU
MTD,YMSF,,Mount Sanford Station Airport,Australia,,231 feet,-16.9783000946,130.5549926758,,,,Small Airport,AU
,YSAR,,Mount Sarah Airport,Australia,,,,,,,,Small Airport,AU
,YMSK,,Mount Skinner Airport,Australia,,,,,,,,Small Airport,AU
,WN10,WN10,Mount St Helens Aero Ranch Airport,United States,Ariel,450 feet,,,,,,Small Airport,US
,YMSP,,Mount Surprise Airport,Australia,,,,,,,,Small Airport,AU
,YMVR,,Mount Vernon Station Airport,Australia,,1326 feet,,,,,,Small Airport,AU
,YVIV,,Mount Vivian Airport,Australia,Mount Vivian,,,,,,,Small Airport,AU
,YMWE,,Mount Wedge Airport,Australia,,559 feet,,,,,,Small Airport,AU
,YMWM,,Mount William Airport,Australia,,,,,,,,Small Airport,AU
,YWIB,,Mount Willoughby Airport,Australia,Mount Willoughby,892 feet,,,,,,Small Airport,AU
,FAMV,,Mountain View Estate Airfield,South Africa,Lanseria,4731 feet,,,,,,Small Airport,ZA
,VT64,VT64,Mountain View Farm Airport,United States,Morristown,1200 feet,,,,,,Small Airport,US
,YMOU,,Moura Airport,Australia,,147 feet,,,,,,Small Airport,AU
,,,Mpongwe Airport,Zambia,Mpongwe,,,,,,,Small Airport,ZM
,VYMU,,Mrauk-U Airport,Myanmar,Mrauk-U,60 feet,,,,,,Small Airport,MM
,,,Mtwentwe Farm Airfield,South Africa,Haga Haga,,,,,,,Small Airport,ZA
,WMAV,,Muar / Bakri Airport,Malaysia,Muar,20 feet,,,,,,Small Airport,MY
,WALQ,,Muara Badak Pujangan Airport,Indonesia,Muara Badak-Borneo Island,49 feet,,,,,,Small Airport,ID
,WALW,,Muara Wahau Airport,Indonesia,Miau Baru,205 feet,,,,,,Small Airport,ID
MUQ,YMUC,,Muccan Station Airport,Australia,Muccan Station,300 feet,-20.6588993073,120.0670013428,,,,Small Airport,AU
,,,Mucumbura River Airport,Zimbabwe,,,,,,,,Small Airport,ZW
,,,Mufumbwe Airstrip,Zambia,Mufumbwe,3763 feet,,,,,,Small Airport,ZM
,YYYA,,Mugarinya Airport,Australia,Yandeyarra Station,439 feet,,,,,,Small Airport,AU
,YMKB,,Mukinbudin Airport,Australia,,,,,,,,Small Airport,AU
MPC,WIGM,,Muko Muko Airport,Indonesia,Muko Muko,24 feet,-2.5418601036,101.0879974365,,,,Small Airport,ID
,YLGA,,Mulga Downs Airport,Australia,,,,,,,,Small Airport,AU
MUP,YMUP,,Mulga Park Airport,Australia,,,-25.8600006104,131.6499938965,,,,Small Airport,AU
,YMGG,,Mulgathing Airport,Australia,,,,,,,,Small Airport,AU
LII,WAVA,,Mulia Airport,Indonesia,Mulia-Papua Island,5898 feet,-3.7094700336,137.9759979248,,,,Small Airport,ID
MVK,YMUK,,Mulka Airport,Australia,Mulka,,-28.3477993011,138.6499938965,,,,Small Airport,AU
,YMEY,,Mullaley Airport,Australia,,,,,,,,Small Airport,AU
MXU,YMWA,,Mullewa Airport,Australia,,290 feet,-28.4750003815,115.5169982910,,,https://en.wikipedia.org/wiki/Mullewa_Airport,Small Airport,AU
,YMLR,,Muloorina Airport,Australia,,,,,,,,Small Airport,AU
,,,Mumbwa,Zambia,,,,,,,,Small Airport,ZM
,WI11,WI11,Mumm Field,United States,Orfordville,945 feet,,,,,,Small Airport,US
,YMDB,,Mundabullangana Airport,Australia,Mundabullangana,39 feet,,,,,,Small Airport,AU
,YMBX,,Mundrabilla Airport,Australia,Mundrabilla,120 feet,,,,,,Small Airport,AU
,YMDT,,Mundrabilla Motel Airport,Australia,,,,,,,,Small Airport,AU
,YMDA,,Mundubbera Airport,Australia,,122 feet,,,,,,Small Airport,AU
MNE,YMUG,,Mungeranie Airport,Australia,Mungeranie,,-28.0091991425,138.6569976807,,,,Small Airport,AU
,YMGI,,Mungindi Airport,Australia,,600 feet,,,,,,Small Airport,AU
,YLMU,,Mungo Lodge Airport,Australia,Mungo,,,,,,,Small Airport,AU
,YMSS,,Murchison Shire Airport,Australia,,,,,,,,Small Airport,AU
,YMGO,,Murgoo Airport,Australia,,,,,,,,Small Airport,AU
,YMNP,,Murnpeowie Airport,Australia,,,,,,,,Small Airport,AU
,YMBD,,Murray Bridge Airport,Australia,,180 feet,,,,,,Small Airport,AU
,YMYW,,Murray Downs Airport,Australia,,,,,,,,Small Airport,AU
,YMUL,,Murray Field,Australia,,56 feet,,,,,,Small Airport,AU
MYI,YMAE,,Murray Island Airport,Australia,Murray Island,300 feet,-9.9166698456,144.0549926758,,,https://en.wikipedia.org/wiki/Murray_Island_Airport,Small Airport,AU
,YMUR,,Murwillumbah Airport,Australia,,,,,,,,Small Airport,AU
,XS60,XS60,Mustang Community Airfield,United States,Aubrey,605 feet,,,,,,Small Airport,US
,,,Mutele-Masisi Airport,South Africa,Mutele,,,,,,,Small Airport,ZA
UTB,YMTB,,Muttaburra Airport,Australia,,230 feet,-22.5832996368,144.5330047607,,,https://en.wikipedia.org/wiki/Muttaburra_Airport,Small Airport,AU
VUU,,,Mvuu Camp Airport,Malawi,Liwonde National Park,1600 feet,-14.8386111111,35.3013888889,,,,Small Airport,MW
,,,Mwanja River Airport,Zimbabwe,,,,,,,,Small Airport,ZW
,,,Mwenezi Airport,Zimbabwe,Mwenezi,,,,,,,Small Airport,ZW
,WN65,WN65,My Airport,United States,Elma,80 feet,,,,,,Small Airport,US
MYO,YMYR,,Myroodah Airport,Australia,,,-18.1247005463,124.2720031738,,,,Small Airport,AU
SQH,VVNS,,Na-San Airport,Viet Nam,Mai Son,2133 feet,21.2169990540,104.0329971313,,,https://en.wikipedia.org/wiki/Nà_Sản_Airport,Small Airport,VN
,,,Nababiep Airport,South Africa,Nababeep,2830 feet,,,,,,Small Airport,ZA
,YNAB,,Nabarlek Airport,Australia,,,,,,,,Small Airport,AU
,YNGB,,Nagambie Airport,Australia,,,,,,,,Small Airport,AU
,VONS,,Nagarjuna Sagar Airport,India,Nagarjuna Sagar,658 feet,,,,,,Small Airport,IN
,VI73,,Nagaur Airport,India,,950 feet,,,,,,Small Airport,IN
,WRKN,,Naikliu Airport,Indonesia,Naikliu-Timor Island,60 feet,,,,,,Small Airport,ID
,,,Nakambala Airport,Zambia,Nakambala,,,,,,,Small Airport,ZM
,VTPN,,Nakhon Sawan Airport,Thailand,,113 feet,,,,,,Small Airport,TH
,ZMSF,,Nalaikh/Sky Friends Airport,Mongolia,,4829 feet,,,,,,Small Airport,MN
,VTUZ,,Nam Phung Dam Airport,Thailand,Khon Kaen,,,,,,,Small Airport,TH
,,,Namakwari Safaris Airport,South Africa,Groblershoop,2808 feet,,,,,,Small Airport,ZA
,,,Nambiti Airfield,South Africa,Nambiti Private Game Reserve,,,,,,,Small Airport,ZA
NBH,YNAA,,Nambucca Heads Airport,Australia,Nambucca Heads,,-30.6499996185,153.0000000000,,,,Small Airport,AU
,WAPR,,Namlea Airport,Indonesia,Namlea,41 feet,,,,,,Small Airport,ID
,YNUD,,Nammuldi Mine Airstrip,Australia,Nammuldi Mine,267 feet,,,,,,Small Airport,AU
NRE,WAPG,,Namrole Airport,Indonesia,Namrole,31 feet,-3.8208100796,126.7180023193,,,https://en.wikipedia.org/wiki/Namrole_Airport,Small Airport,ID
NMT,VYNU,,Namtu Airport,Myanmar (Burma),Namtu,2000 feet,23.0830001831,97.3830032349,,,https://en.wikipedia.org/wiki/Naypyidaw_Airport,Small Airport,MM
,YNAN,,Nanango Airport,Australia,,,,,,,,Small Airport,AU
NAO,ZUNC,,Nanchong Airport,China,Nanchong (Gaoping),1145 feet,30.7954500000,106.1626000000,,,https://en.wikipedia.org/wiki/Nanchong_Gaoping_Airport,Small Airport,CN
BJK,WAPK,,Nangasuri Airport,Indonesia,Maikoor Island,82 feet,-6.0661997795,134.2740020752,,,,Small Airport,ID
,YNAU,,Nannup Airport,Australia,,,,,,,,Small Airport,AU
,YNNT,,Nantarra Airport,Australia,,,,,,,,Small Airport,AU
NNY,ZHNY,,Nanyang Airport,China,Nanyang (Wancheng),840 feet,32.9808006287,112.6149978638,,,https://en.wikipedia.org/wiki/Nanyang_Jiangying_Airport,Small Airport,CN
,YNPD,,Napier Downs Airport,Australia,,282 feet,,,,,,Small Airport,AU
NMR,YNAP,,Nappa Merrie Airport,Australia,,55 feet,-27.5583000183,141.1329956055,,,,Small Airport,AU
,YNNG,,Nar Nar Goon Airstrip,Australia,,148 feet,,,,,,Small Airport,AU
NAC,YNRC,,Naracoorte Airport,Australia,,169 feet,-36.9852981567,140.7250061035,,,https://en.wikipedia.org/wiki/Naracoorte_Airport,Small Airport,AU
,YNRN,,Narayen,Australia,Narayen,950 feet,,,,,,Small Airport,AU
,YNRB,,Narembeen Airport,Australia,,1001 feet,,,,,,Small Airport,AU
,VINL,,Narnaul Airport,India,,955 feet,,,,,,Small Airport,IN
,YNWT,,Narwietooma Airport,Australia,,,,,,,,Small Airport,AU
,YNRL,,Naryilco Airport,Australia,,,,,,,,Small Airport,AU
,YNDS,,Natal Downs Airport,Australia,,,,,,,,Small Airport,AU
,VYNM,,Naungmom Airport,Myanmar,Naungmom,2200 feet,,,,,,Small Airport,MM
,YNVE,,Navarre Airport,Australia,,,,,,,,Small Airport,AU
,VENP,,Nawapara Airport,India,Nawapara,1058 feet,,,,,,Small Airport,IN
,,,Ndlopfu Airfield,South Africa,,1129 feet,,,,,,Small Airport,ZA
,YNBO,,Nebo Airstrip,Australia,Nebo,653 feet,,,,,,Small Airport,AU
,,,Nederland Airport,South Africa,Nederland,1298 feet,,,,,,Small Airport,ZA
,WV21,WV21,Needwood Farm Airport,United States,Harpers Ferry,440 feet,,,,,,Small Airport,US
,,,Nega Nega Airport,Zambia,Nega Nega,,,,,,,Small Airport,ZM
,YNES,,Nelson Springs Airport,Australia,,,,,,,,Small Airport,AU
,WN59,WN59,Nelsons Nitch Airport,United States,Onalaska,520 feet,,,,,,Small Airport,US
,YNPU,,Nepabunna Airport,Australia,,,,,,,,Small Airport,AU
,YNCS,,New Crown Airport,Australia,,,,,,,,Small Airport,AU
,YNHV,,New Haven Airport,Australia,,,,,,,,Small Airport,AU
,,X52,New Hibiscus Airpark,United States,Vero Beach,25 feet,,,,,,Small Airport,US
,VY02,,New Magway Airport,Myanmar,Magway,279 feet,,,,,,Small Airport,MM
